name,hpcpmean_0,hpcpmean_1,hpcpmean_2,hpcpmean_3,hpcpmean_4,hpcpmean_5,hpcpmean_6,hpcpmean_7,hpcpmean_8,hpcpmean_9,hpcpmean_10,hpcpmean_11,hpcpmean_12,hpcpmean_13,hpcpmean_14,hpcpmean_15,hpcpmean_16,hpcpmean_17,hpcpmean_18,hpcpmean_19,hpcpmean_20,hpcpmean_21,hpcpmean_22,hpcpmean_23,hpcpmean_24,hpcpmean_25,hpcpmean_26,hpcpmean_27,hpcpmean_28,hpcpmean_29,hpcpmean_30,hpcpmean_31,hpcpmean_32,hpcpmean_33,hpcpmean_34,hpcpmean_35,hpcpmean_36,hpcpmean_37,hpcpmean_38,hpcpmean_39,hpcpmean_40,hpcpmean_41,hpcpmean_42,hpcpmean_43,hpcpmean_44,hpcpmean_45,hpcpmean_46,hpcpmean_47,hpcpstd_0,hpcpstd_1,hpcpstd_2,hpcpstd_3,hpcpstd_4,hpcpstd_5,hpcpstd_6,hpcpstd_7,hpcpstd_8,hpcpstd_9,hpcpstd_10,hpcpstd_11,hpcpstd_12,hpcpstd_13,hpcpstd_14,hpcpstd_15,hpcpstd_16,hpcpstd_17,hpcpstd_18,hpcpstd_19,hpcpstd_20,hpcpstd_21,hpcpstd_22,hpcpstd_23,hpcpstd_24,hpcpstd_25,hpcpstd_26,hpcpstd_27,hpcpstd_28,hpcpstd_29,hpcpstd_30,hpcpstd_31,hpcpstd_32,hpcpstd_33,hpcpstd_34,hpcpstd_35,hpcpstd_36,hpcpstd_37,hpcpstd_38,hpcpstd_39,hpcpstd_40,hpcpstd_41,hpcpstd_42,hpcpstd_43,hpcpstd_44,hpcpstd_45,hpcpstd_46,hpcpstd_47,makamType
00f1c6d9-c8ee-45e3-a06f-0882ebcb4e2f.mp3,0.10917,0.045879,0.0171193,0.00695727,0.010774,0.00863501,0.00854977,0.02149,0.0430461,0.0144359,0.0139518,0.0152105,0.0101409,0.0135012,0.0131719,0.0178665,0.051688,0.0356281,0.0206832,0.0106238,0.00556485,0.00600591,0.0081552,0.00840551,0.0111806,0.0107735,0.00980685,0.0177166,0.0400639,0.0190186,0.00929743,0.0159689,0.00760121,0.00679286,0.00595453,0.0136565,0.0438908,0.0408249,0.0100714,0.00942645,0.00633622,0.00525906,0.0108096,0.0107168,0.0341447,0.0568148,0.0432917,0.0439286,0.0756579,0.0439828,0.0162285,0.00861114,0.00798893,0.00868941,0.00827585,0.0222754,0.0533035,0.0219305,0.0167826,0.022937,0.0125292,0.0151914,0.0155354,0.0211447,0.0445178,0.0377242,0.0235504,0.0163283,0.00980443,0.00563216,0.0096919,0.0119381,0.0108419,0.012341,0.0105842,0.0172012,0.0383507,0.025122,0.0135219,0.0151581,0.00976644,0.011301,0.00944613,0.0164861,0.0348482,0.0367719,0.0114256,0.00898024,0.00569221,0.0060255,0.00754294,0.0122544,0.0282886,0.0431127,0.0343873,0.0401323,Acemasiran
168f7c75-84fb-4316-99d7-acabadd3b2e6.mp3,0.0469459,0.0468767,0.0207384,0.0163357,0.0127235,0.0113072,0.0176044,0.0190057,0.0464238,0.0470246,0.0215882,0.013275,0.0110118,0.00967445,0.0103013,0.0227027,0.0402843,0.0644774,0.0292403,0.0120783,0.0181101,0.0219872,0.0137987,0.0129435,0.0170736,0.0178099,0.0109578,0.0132059,0.0196317,0.0284178,0.0135212,0.00676353,0.00723184,0.00523709,0.00633434,0.00926039,0.022643,0.0436063,0.017115,0.0128581,0.0112766,0.0064171,0.00866002,0.0169597,0.0213539,0.0462978,0.0254272,0.0243328,0.0429966,0.0446055,0.0203037,0.0139851,0.0130623,0.0116634,0.0171726,0.0206001,0.0435642,0.04492,0.0191284,0.012966,0.0115036,0.0126882,0.0146141,0.0227536,0.0473715,0.0748519,0.0281291,0.0145809,0.0163605,0.0209453,0.016073,0.014674,0.016039,0.0165758,0.0107383,0.0150414,0.0193509,0.0232113,0.010854,0.00695004,0.00706008,0.00697322,0.00698821,0.00890883,0.0198953,0.0379841,0.0147267,0.0116022,0.00947675,0.0071835,0.00931635,0.0168838,0.023152,0.0427255,0.0237866,0.0257653,Acemasiran
24f549dd-3fa4-4e9b-a356-778fbbfd5cad.mp3,0.114102,0.0284592,0.0129437,0.0149727,0.00567449,0.0118207,0.00906317,0.0220515,0.0815993,0.0151503,0.0090534,0.00588403,0.00644445,0.00447142,0.00854335,0.0188004,0.100755,0.0243915,0.00989606,0.00936912,0.0207573,0.0148535,0.00379073,0.00537668,0.0172691,0.0155581,0.00984436,0.017623,0.0598814,0.0127231,0.00906555,0.00334388,0.00850167,0.00529998,0.00715759,0.00945946,0.0639667,0.0139695,0.00926853,0.00881419,0.00316403,0.00368619,0.00555035,0.00904031,0.0488168,0.022341,0.0161451,0.057925,0.0984519,0.0338053,0.0148452,0.014108,0.0100772,0.0112067,0.0126755,0.0237788,0.0720297,0.0175648,0.00905235,0.00773556,0.00716441,0.00882134,0.0143922,0.0288771,0.0963981,0.0246094,0.0102346,0.0112458,0.0211313,0.0101256,0.00625391,0.00891834,0.0153874,0.0114449,0.00925171,0.0151635,0.0453908,0.0124875,0.00853065,0.00497874,0.00866941,0.0048576,0.00663786,0.0113215,0.0571345,0.0180877,0.00919507,0.00835565,0.00535,0.00514038,0.00795491,0.0121867,0.0479776,0.0209478,0.0178206,0.0481254,Acemasiran
407bb0b4-f19b-42ab-8c0a-9f1263126951.mp3,0.0847275,0.00964208,0.0134553,0.0259099,0.00367182,0.00236376,0.00822766,0.0294049,0.0516829,0.00903543,0.00658349,0.00696959,0.00572585,0.0083812,0.00394879,0.0331311,0.113002,0.026028,0.0112159,0.0158857,0.0310348,0.00313083,0.00618577,0.0084768,0.0241514,0.0029884,0.0112057,0.0201985,0.0798245,0.0074702,0.00424358,0.0152238,0.00940546,0.0142797,0.0128474,0.0346931,0.0706988,0.00618275,0.00488386,0.00810968,0.0407166,0.00566716,0.00578538,0.0163676,0.0256884,0.0175014,0.00699515,0.033479,0.0799397,0.0118039,0.0136349,0.0250471,0.00339733,0.00297432,0.00754622,0.0268426,0.0528866,0.00958158,0.00799516,0.00674116,0.00621779,0.00698345,0.00485715,0.0431174,0.106285,0.0285676,0.00896935,0.015166,0.0264351,0.00323957,0.00497165,0.0124843,0.0288218,0.00407515,0.00959667,0.0192326,0.0725121,0.00668421,0.00412578,0.0142729,0.00793485,0.0104608,0.0119335,0.0392637,0.0761309,0.00837077,0.00582142,0.0114481,0.0397483,0.00689205,0.00459916,0.0156148,0.0243228,0.0160467,0.00868513,0.0296911,Acemasiran
443819eb-6092-420c-bd86-d946a0ad6555.mp3,0.146587,0.023602,0.00390956,0.00419927,0.0122736,0.00441563,0.00387581,0.0128922,0.106644,0.0268751,0.00875984,0.0057242,0.00957459,0.00969935,0.00597402,0.003881,0.0462052,0.0117005,0.003889,0.00468754,0.0241057,0.00325709,0.00329735,0.00638792,0.0115937,0.0114662,0.00448283,0.00650733,0.0791367,0.0207074,0.0355213,0.00424971,0.0107047,0.0044242,0.00536637,0.0125843,0.0939693,0.0169465,0.00423861,0.0032839,0.00191336,0.00187471,0.00268477,0.00726914,0.0823448,0.0463095,0.0112622,0.0287405,0.0993663,0.0146474,0.00387914,0.00408567,0.0128483,0.00362221,0.00258234,0.00946148,0.0900835,0.0200083,0.00543015,0.00565072,0.0111509,0.010448,0.005833,0.00474446,0.0791528,0.0258505,0.00839419,0.00881385,0.0441728,0.00772571,0.00424954,0.0103736,0.0123846,0.00809157,0.00443258,0.00980976,0.0863546,0.0289555,0.0279604,0.00715207,0.0172976,0.00898714,0.00944444,0.015146,0.103445,0.0181254,0.00554811,0.00323877,0.00202982,0.00183205,0.00307033,0.00525172,0.053841,0.0387363,0.00755476,0.0199853,Acemasiran
452eaf98-3b0b-4660-a87e-c703f1a31ef7.mp3,0.0788345,0.0233086,0.0131713,0.00614393,0.0154651,0.0101253,0.0115347,0.0299591,0.111131,0.0277321,0.0119868,0.0061923,0.0174349,0.00662158,0.00992691,0.0167134,0.0915001,0.0459913,0.0137834,0.013848,0.054734,0.00785429,0.0048703,0.00568171,0.012836,0.00577957,0.00424607,0.00817076,0.0606521,0.0219917,0.00517368,0.00321615,0.00890469,0.00532961,0.00503757,0.00910088,0.0629408,0.0244464,0.011034,0.0107689,0.00708077,0.00550438,0.00597783,0.00520459,0.0417757,0.01692,0.00929098,0.0140727,0.0710709,0.0206465,0.0161474,0.0087096,0.0145033,0.00975928,0.011888,0.0277819,0.0711608,0.0194813,0.0098555,0.00723821,0.0107797,0.00785644,0.0142095,0.0206105,0.101456,0.0605352,0.0174186,0.015937,0.0412582,0.011942,0.00710039,0.00697606,0.0156441,0.00796314,0.00892756,0.011984,0.049841,0.0176034,0.00935649,0.00542692,0.00707284,0.00625048,0.00764547,0.0144993,0.0585523,0.0250029,0.0148692,0.0113806,0.00758073,0.00790301,0.0108754,0.00942272,0.0408365,0.0191283,0.00943388,0.0184771,Acemasiran
51b07b0a-efeb-4acc-99f9-02294e88101b.mp3,0.0510737,0.0543811,0.0165362,0.0143023,0.00929629,0.00509599,0.00828839,0.0155465,0.0465154,0.0461409,0.0114932,0.0106982,0.00851451,0.00935918,0.011214,0.0124216,0.0407964,0.034682,0.0118652,0.00886202,0.00862383,0.00759392,0.00722599,0.012873,0.0146766,0.0238363,0.0193149,0.0424329,0.0691396,0.0511559,0.0140485,0.00936484,0.0104199,0.00529696,0.00882735,0.010291,0.0441241,0.0284597,0.0186992,0.0136302,0.0113776,0.0170532,0.0208794,0.017444,0.0237365,0.0276715,0.0114176,0.0233021,0.0463677,0.0368599,0.0163666,0.0123228,0.00872658,0.00605287,0.00834396,0.0193453,0.044983,0.0356937,0.0101507,0.00733327,0.00814327,0.0108033,0.0132098,0.017449,0.0465288,0.0278769,0.0118554,0.0125622,0.014516,0.00850844,0.0104468,0.0175761,0.022575,0.0213681,0.022896,0.0513585,0.075515,0.0373892,0.0144935,0.00964333,0.0121609,0.0104522,0.0128673,0.0155153,0.0357527,0.0181761,0.0153966,0.0108838,0.011069,0.0137728,0.0207588,0.015558,0.0260429,0.0230906,0.0134099,0.0270672,Acemasiran
5f6ede8c-8447-4746-8cfe-0cb602b8951e.mp3,0.0567064,0.0421325,0.010616,0.00428437,0.00323123,0.0045234,0.00860004,0.012323,0.033846,0.0189,0.00430117,0.00324639,0.00327054,0.00362555,0.00571485,0.00826181,0.0351707,0.0391987,0.0159075,0.0153589,0.00920678,0.011741,0.01602,0.0138916,0.0171331,0.0205624,0.0183848,0.074859,0.121106,0.0503305,0.015327,0.00764967,0.00669938,0.00338826,0.0035251,0.00760186,0.0255627,0.0299412,0.016644,0.00476721,0.00388751,0.00645386,0.00582927,0.042962,0.0379255,0.0339615,0.0278321,0.0329146,0.0549922,0.0452421,0.00932815,0.00520097,0.0039623,0.00497652,0.00818372,0.0110426,0.0368879,0.025343,0.00820267,0.00541647,0.00476832,0.00717862,0.00754224,0.0132762,0.0421024,0.0517553,0.0309508,0.0266558,0.0281253,0.0206513,0.0135851,0.0133892,0.0132695,0.0129337,0.0192097,0.0440483,0.0736261,0.0396428,0.016926,0.0117725,0.0105276,0.0133445,0.00888543,0.0126892,0.0291383,0.037912,0.0175136,0.00651277,0.00714134,0.00839218,0.00686462,0.0220598,0.0232672,0.0258257,0.023239,0.035099,Acemasiran
788b802a-4212-4ec5-9494-abdbde9409a6.mp3,0.0875814,0.0286404,0.0236427,0.0180718,0.0160204,0.0144583,0.0131057,0.0211961,0.0601696,0.0254037,0.00575347,0.00425988,0.00573534,0.00398387,0.00417287,0.00895191,0.0679156,0.0200086,0.0104211,0.0115717,0.0182615,0.00831665,0.0050763,0.0130452,0.0412372,0.0103073,0.01433,0.0347072,0.0555256,0.0121369,0.00480751,0.00534326,0.00378518,0.00406118,0.00467292,0.00759484,0.059324,0.0157183,0.00727821,0.0101879,0.0107723,0.00649572,0.0103143,0.0145684,0.0622353,0.0478651,0.0246356,0.0363318,0.0887869,0.0289126,0.0223441,0.016914,0.0138222,0.0131052,0.011585,0.019468,0.0592996,0.0243524,0.00792742,0.00519528,0.00571149,0.00388433,0.00579457,0.00997459,0.0683255,0.0219586,0.0114491,0.0115606,0.0208311,0.00929599,0.00690516,0.01444,0.0349096,0.0111861,0.0142582,0.0307885,0.0627721,0.0140352,0.00540898,0.00509537,0.00483263,0.00365326,0.00375555,0.00814394,0.0626085,0.0123596,0.00902277,0.0101211,0.0101056,0.00878218,0.0101018,0.0157039,0.0573229,0.0477753,0.0195883,0.0358249,Acemasiran
90538d7b-a4b2-415e-b419-a6fb78e24893.mp3,0.0881706,0.0203876,0.0143837,0.00972776,0.00712263,0.00968148,0.00903486,0.0149184,0.0327319,0.0205347,0.00868841,0.00911383,0.0123703,0.00892116,0.0148099,0.0403223,0.0620715,0.0310124,0.0188561,0.0337484,0.0307434,0.0245325,0.0101391,0.0153262,0.0258479,0.00637994,0.0127944,0.0286924,0.0396081,0.0187223,0.00577665,0.0149926,0.011098,0.00828496,0.00542048,0.0109294,0.0455995,0.0145993,0.0132929,0.00421417,0.00623266,0.00375881,0.0041715,0.00981959,0.0547203,0.0143982,0.0174555,0.0568539,0.0715649,0.018636,0.013986,0.00956115,0.00507021,0.00616475,0.00531198,0.0164182,0.0273918,0.0190119,0.010064,0.0098928,0.0120261,0.00849588,0.0123093,0.0354091,0.0457453,0.0280672,0.0169334,0.0285982,0.0330389,0.0253444,0.0089783,0.014549,0.0209857,0.00875744,0.0188873,0.03765,0.0671636,0.0434364,0.0178973,0.021666,0.0186319,0.0240399,0.01107,0.016254,0.0264693,0.0114193,0.0104813,0.00338411,0.00889564,0.0040763,0.00507224,0.0122166,0.036337,0.00941591,0.013837,0.0516877,Acemasiran
