name,hpcpmean_0,hpcpmean_1,hpcpmean_2,hpcpmean_3,hpcpmean_4,hpcpmean_5,hpcpmean_6,hpcpmean_7,hpcpmean_8,hpcpmean_9,hpcpmean_10,hpcpmean_11,hpcpmean_12,hpcpmean_13,hpcpmean_14,hpcpmean_15,hpcpmean_16,hpcpmean_17,hpcpmean_18,hpcpmean_19,hpcpmean_20,hpcpmean_21,hpcpmean_22,hpcpmean_23,hpcpmean_24,hpcpmean_25,hpcpmean_26,hpcpmean_27,hpcpmean_28,hpcpmean_29,hpcpmean_30,hpcpmean_31,hpcpmean_32,hpcpmean_33,hpcpmean_34,hpcpmean_35,hpcpmean_36,hpcpmean_37,hpcpmean_38,hpcpmean_39,hpcpmean_40,hpcpmean_41,hpcpmean_42,hpcpmean_43,hpcpmean_44,hpcpmean_45,hpcpmean_46,hpcpmean_47,hpcpstd_0,hpcpstd_1,hpcpstd_2,hpcpstd_3,hpcpstd_4,hpcpstd_5,hpcpstd_6,hpcpstd_7,hpcpstd_8,hpcpstd_9,hpcpstd_10,hpcpstd_11,hpcpstd_12,hpcpstd_13,hpcpstd_14,hpcpstd_15,hpcpstd_16,hpcpstd_17,hpcpstd_18,hpcpstd_19,hpcpstd_20,hpcpstd_21,hpcpstd_22,hpcpstd_23,hpcpstd_24,hpcpstd_25,hpcpstd_26,hpcpstd_27,hpcpstd_28,hpcpstd_29,hpcpstd_30,hpcpstd_31,hpcpstd_32,hpcpstd_33,hpcpstd_34,hpcpstd_35,hpcpstd_36,hpcpstd_37,hpcpstd_38,hpcpstd_39,hpcpstd_40,hpcpstd_41,hpcpstd_42,hpcpstd_43,hpcpstd_44,hpcpstd_45,hpcpstd_46,hpcpstd_47,makamType
00f1c6d9-c8ee-45e3-a06f-0882ebcb4e2f.mp3,0.200232,0.121946,0.0728969,0.0295296,0.0403331,0.0336353,0.0383693,0.0646693,0.104017,0.0600271,0.0564588,0.0507112,0.0350663,0.0419946,0.050823,0.0534315,0.118476,0.093054,0.0649128,0.0387756,0.0181143,0.0287386,0.030679,0.0228804,0.0334275,0.028898,0.0302105,0.0473488,0.104515,0.0624969,0.0366259,0.0530573,0.0284576,0.0288671,0.0234948,0.0446096,0.116399,0.112164,0.0352047,0.0230687,0.0328802,0.0162064,0.036304,0.04242,0.0839707,0.120796,0.110352,0.135687,0.171477,0.124096,0.0675829,0.034387,0.0333354,0.0357652,0.0384724,0.0690925,0.122289,0.0788502,0.063615,0.0729867,0.0475606,0.0578362,0.0569011,0.0717186,0.121582,0.103763,0.0870764,0.070895,0.0417897,0.0280081,0.042208,0.04697,0.0371997,0.0381269,0.034598,0.0587674,0.101635,0.0793792,0.053713,0.0550979,0.0381998,0.0502611,0.0452778,0.0597643,0.0973271,0.106476,0.0400991,0.0240267,0.0255369,0.0195736,0.028557,0.0457414,0.0764279,0.104311,0.100585,0.122176,Acemasiran
168f7c75-84fb-4316-99d7-acabadd3b2e6.mp3,0.104866,0.106512,0.0611482,0.0485261,0.0358955,0.0323019,0.0475549,0.0616917,0.111167,0.120441,0.0850042,0.0466272,0.0393605,0.0340916,0.0341415,0.0594516,0.0950247,0.139953,0.0883233,0.0429517,0.0600771,0.0681767,0.0447,0.0386268,0.0449593,0.0502147,0.0338941,0.0374762,0.0574052,0.0762464,0.0486423,0.0241388,0.0217836,0.0176453,0.0210487,0.0299012,0.0706333,0.107816,0.0593209,0.0431489,0.0374757,0.0194797,0.0279743,0.0492353,0.0506115,0.0893844,0.0633417,0.0695812,0.09778,0.104291,0.061021,0.0435892,0.0397895,0.037477,0.0524256,0.0652113,0.108348,0.116971,0.0706003,0.0448553,0.0355098,0.0406084,0.0425173,0.0582786,0.107516,0.146479,0.0783725,0.0487518,0.0520679,0.0640037,0.0511476,0.0440906,0.0437985,0.046222,0.0341928,0.0451807,0.0554658,0.0680192,0.0385719,0.0232905,0.0192427,0.0233236,0.0253195,0.0295943,0.0632926,0.0989114,0.0515094,0.0403038,0.0319685,0.0215633,0.0297422,0.0515966,0.0577337,0.085183,0.0633555,0.0688545,Acemasiran
24f549dd-3fa4-4e9b-a356-778fbbfd5cad.mp3,0.195384,0.0808521,0.0460172,0.0511196,0.0210594,0.054873,0.0397963,0.060677,0.168904,0.0615846,0.0541824,0.0251587,0.0300443,0.0200004,0.0338291,0.053232,0.194347,0.0809813,0.0477022,0.0403916,0.0689322,0.0698576,0.0236288,0.0242119,0.0466002,0.0512691,0.0384268,0.0544704,0.114105,0.049806,0.0454618,0.0109989,0.0268422,0.0249798,0.0298315,0.0366504,0.164829,0.0552139,0.0317588,0.0323292,0.0120598,0.0146393,0.0246158,0.0309364,0.0972469,0.0769414,0.059022,0.120009,0.17532,0.0935974,0.0531816,0.0477715,0.0385616,0.0462184,0.0442701,0.0656391,0.150691,0.0647442,0.0452541,0.0302025,0.0286596,0.0327182,0.0436119,0.0718725,0.175846,0.07373,0.0421442,0.0421292,0.0749921,0.0488625,0.0290266,0.0323672,0.0408601,0.040429,0.0345531,0.0494628,0.0957565,0.0480308,0.0370343,0.0193839,0.0262283,0.0223402,0.0272981,0.0381147,0.145472,0.0643565,0.0351666,0.0288158,0.0243316,0.018761,0.0315522,0.0381072,0.0914911,0.0664486,0.0568116,0.107286,Acemasiran
407bb0b4-f19b-42ab-8c0a-9f1263126951.mp3,0.176637,0.0296243,0.0370034,0.0628895,0.0150902,0.00988658,0.0279459,0.0694695,0.112484,0.0314494,0.0216422,0.0257432,0.0194555,0.0262448,0.0113755,0.0747386,0.185855,0.0697306,0.0446133,0.0559722,0.115386,0.0235192,0.0257108,0.0256465,0.0660528,0.0111149,0.036897,0.0583106,0.146786,0.0327888,0.0192572,0.0566493,0.0497192,0.0542906,0.03967,0.061429,0.153706,0.0249517,0.0168688,0.0252766,0.0665726,0.0195543,0.022623,0.0396024,0.0617125,0.0585399,0.0259275,0.0847831,0.170316,0.0378742,0.0367847,0.0599529,0.0145659,0.0117155,0.0245573,0.0619906,0.115782,0.0417612,0.0250085,0.024915,0.0259023,0.0270139,0.017378,0.0873607,0.176433,0.077019,0.0354808,0.0557865,0.111028,0.0225312,0.0214697,0.039689,0.0775826,0.0172254,0.0306851,0.0564124,0.137079,0.0288152,0.0196154,0.0470149,0.039041,0.0423627,0.0338111,0.0666675,0.156894,0.0343381,0.0184324,0.0360458,0.067289,0.0245952,0.0180307,0.0409639,0.0578781,0.0556545,0.0307009,0.0722269,Acemasiran
443819eb-6092-420c-bd86-d946a0ad6555.mp3,0.246131,0.0811816,0.0208099,0.0224611,0.0412864,0.0227202,0.0252199,0.0452061,0.182368,0.0763322,0.041186,0.0273287,0.0361854,0.0513474,0.0326131,0.0154024,0.111181,0.0445562,0.021074,0.0181824,0.103713,0.0251135,0.0254532,0.0293994,0.0363545,0.0472861,0.0209937,0.0277193,0.161217,0.0640443,0.0722997,0.0265376,0.0348892,0.0306922,0.0166457,0.0430804,0.175731,0.0536624,0.0177784,0.00911371,0.00747893,0.00779592,0.00901558,0.0252675,0.168002,0.127906,0.0451543,0.0797714,0.196584,0.0569574,0.0196645,0.0201021,0.0394545,0.0191745,0.0161783,0.0375109,0.167016,0.0645667,0.029576,0.0262364,0.0412922,0.0538144,0.0308102,0.0184744,0.155446,0.0789888,0.0388739,0.0367401,0.133225,0.0421142,0.0307916,0.0538797,0.0424901,0.034429,0.0201702,0.0370665,0.164915,0.0763185,0.0652754,0.040382,0.0635584,0.0536676,0.0477575,0.0503632,0.177482,0.0610902,0.025753,0.00945769,0.0097435,0.0111355,0.0118191,0.0226708,0.130939,0.111763,0.0335457,0.0632775,Acemasiran
452eaf98-3b0b-4660-a87e-c703f1a31ef7.mp3,0.151778,0.0731615,0.0455861,0.0239819,0.0556328,0.0411784,0.0372034,0.078744,0.174498,0.0886721,0.0480848,0.0292896,0.0896493,0.0264083,0.0321979,0.0597621,0.15446,0.113905,0.0465062,0.0500452,0.115992,0.0353276,0.0224921,0.0255345,0.0481489,0.0287216,0.0301333,0.0328359,0.106196,0.0630646,0.0178816,0.017909,0.0352943,0.0222253,0.0254525,0.0334129,0.117437,0.0589511,0.0312981,0.0322157,0.0299631,0.0189705,0.0187232,0.0248434,0.091401,0.0582419,0.0422469,0.0589886,0.142276,0.0632355,0.0506383,0.0345079,0.0460286,0.0377306,0.0416021,0.0723954,0.14236,0.0703956,0.0392702,0.0287254,0.0557832,0.0295794,0.0463922,0.0642373,0.183369,0.137189,0.053041,0.0533381,0.101006,0.0439218,0.029347,0.0327544,0.0513918,0.0332849,0.0455014,0.0480148,0.0998149,0.0602648,0.0357354,0.02397,0.0258474,0.0249546,0.0386799,0.0583267,0.122998,0.0681224,0.0405098,0.0350446,0.028098,0.0284736,0.0308088,0.0392234,0.0948536,0.0579445,0.0381077,0.0670144,Acemasiran
51b07b0a-efeb-4acc-99f9-02294e88101b.mp3,0.132816,0.134914,0.0648134,0.0492424,0.034142,0.021041,0.0349181,0.0478,0.108946,0.11596,0.0425961,0.0328259,0.0287451,0.0302592,0.0365943,0.0369533,0.102721,0.104118,0.0476616,0.0354906,0.0353008,0.0375245,0.0250085,0.0412564,0.0400952,0.0593737,0.0534851,0.107693,0.147706,0.122984,0.046258,0.025981,0.0305788,0.016719,0.0339926,0.0319164,0.113792,0.0893281,0.0639011,0.0487671,0.047931,0.0689488,0.0755019,0.0641641,0.0775788,0.0817227,0.0419286,0.0744664,0.12661,0.111825,0.0604015,0.0459748,0.0347534,0.026755,0.03311,0.068439,0.113099,0.105853,0.0438502,0.0277296,0.0338214,0.038722,0.0458836,0.0671499,0.124006,0.0907754,0.0482309,0.0537242,0.0600467,0.0367853,0.0401115,0.065655,0.0798501,0.0614218,0.0640403,0.127788,0.162392,0.102097,0.0477424,0.0298639,0.0431719,0.0432644,0.0520799,0.0518279,0.103108,0.0648987,0.0573668,0.0411154,0.04623,0.0578051,0.0732131,0.060251,0.0780608,0.07225,0.0519081,0.0875154,Acemasiran
5f6ede8c-8447-4746-8cfe-0cb602b8951e.mp3,0.164899,0.137748,0.0427902,0.023404,0.0119264,0.0156846,0.0360555,0.0561791,0.0953023,0.065571,0.0164732,0.0111092,0.013575,0.0206555,0.031387,0.0467926,0.116655,0.111611,0.0558568,0.0679598,0.0402115,0.052613,0.0770253,0.0715571,0.0677251,0.0709845,0.0618903,0.191994,0.244431,0.1534,0.0625584,0.0351828,0.0233573,0.010998,0.0170038,0.0429883,0.0941292,0.107255,0.0697889,0.0233636,0.0131839,0.0189902,0.0154463,0.111281,0.108586,0.115417,0.10637,0.10718,0.144762,0.129864,0.0415633,0.0213742,0.0187118,0.0172967,0.029657,0.0445889,0.103089,0.0822428,0.0337037,0.0210431,0.0191969,0.0329948,0.0313926,0.0644174,0.128453,0.131163,0.0921275,0.0920558,0.100288,0.0755879,0.0620132,0.058897,0.0547063,0.0477845,0.0594188,0.128952,0.174918,0.120809,0.0623938,0.0445605,0.0364484,0.0483326,0.0468601,0.0565656,0.0924337,0.113751,0.0721935,0.0268502,0.0279548,0.0299945,0.0243541,0.0742083,0.0878835,0.0980121,0.091593,0.103252,Acemasiran
788b802a-4212-4ec5-9494-abdbde9409a6.mp3,0.155073,0.0729619,0.0617233,0.0456209,0.0356079,0.0398879,0.0408048,0.0637148,0.109698,0.0811894,0.0251689,0.0178698,0.0265713,0.0163171,0.0216869,0.0328079,0.142557,0.0604992,0.0344192,0.0490261,0.0688618,0.0392532,0.0235616,0.0340477,0.0845195,0.0333876,0.0526975,0.0929768,0.11532,0.0389841,0.0201765,0.0221524,0.0151592,0.015762,0.0162584,0.026585,0.125148,0.0477208,0.0245934,0.0343402,0.0491141,0.0212679,0.0297239,0.044567,0.117647,0.122826,0.0746305,0.0839966,0.153539,0.0732989,0.0586843,0.0436258,0.0362866,0.0388126,0.0444213,0.0583132,0.113751,0.0737969,0.0361843,0.0213038,0.0238514,0.0167557,0.026721,0.0358644,0.132888,0.0621567,0.0365368,0.0460879,0.0771988,0.0407483,0.0238747,0.0352296,0.0731776,0.0354282,0.0461256,0.084607,0.125066,0.0456263,0.0222642,0.0183177,0.019302,0.0157046,0.0132542,0.0286546,0.129377,0.0417663,0.0331245,0.0309004,0.038711,0.0251978,0.0311925,0.0452647,0.105527,0.121691,0.0591489,0.081587,Acemasiran
90538d7b-a4b2-415e-b419-a6fb78e24893.mp3,0.167838,0.0748973,0.0585899,0.0325916,0.0229195,0.0407137,0.0350797,0.0340704,0.0978313,0.0710513,0.033797,0.0321228,0.0409942,0.0399463,0.0556017,0.0973136,0.129036,0.0763234,0.0661326,0.0928751,0.097594,0.0848279,0.0482077,0.0537717,0.0720962,0.0253696,0.0414134,0.0819002,0.0947621,0.0582896,0.0196288,0.0572314,0.0452951,0.0404727,0.0282014,0.046737,0.132974,0.055813,0.0491222,0.0311987,0.024481,0.0216542,0.0214734,0.0344347,0.114068,0.0596644,0.0594476,0.125569,0.156666,0.0680476,0.056441,0.0380587,0.0202959,0.0297329,0.023449,0.0420069,0.0759555,0.0653572,0.0454914,0.0349054,0.0469481,0.0334053,0.0452254,0.0888169,0.112795,0.0788677,0.0633619,0.0783596,0.100584,0.0912722,0.0413907,0.0600687,0.0645888,0.0381192,0.0677719,0.0980737,0.151602,0.125129,0.0602068,0.0686771,0.0709402,0.0847417,0.0524058,0.0672676,0.0918411,0.0457229,0.0445311,0.020068,0.0364667,0.0270655,0.0293689,0.0355434,0.089345,0.0445728,0.053628,0.121008,Acemasiran
