name,hpcpmean_0,hpcpmean_1,hpcpmean_2,hpcpmean_3,hpcpmean_4,hpcpmean_5,hpcpmean_6,hpcpmean_7,hpcpmean_8,hpcpmean_9,hpcpmean_10,hpcpmean_11,hpcpmean_12,hpcpmean_13,hpcpmean_14,hpcpmean_15,hpcpmean_16,hpcpmean_17,hpcpmean_18,hpcpmean_19,hpcpmean_20,hpcpmean_21,hpcpmean_22,hpcpmean_23,hpcpmean_24,hpcpmean_25,hpcpmean_26,hpcpmean_27,hpcpmean_28,hpcpmean_29,hpcpmean_30,hpcpmean_31,hpcpmean_32,hpcpmean_33,hpcpmean_34,hpcpmean_35,hpcpmean_36,hpcpmean_37,hpcpmean_38,hpcpmean_39,hpcpmean_40,hpcpmean_41,hpcpmean_42,hpcpmean_43,hpcpmean_44,hpcpmean_45,hpcpmean_46,hpcpmean_47,hpcpstd_0,hpcpstd_1,hpcpstd_2,hpcpstd_3,hpcpstd_4,hpcpstd_5,hpcpstd_6,hpcpstd_7,hpcpstd_8,hpcpstd_9,hpcpstd_10,hpcpstd_11,hpcpstd_12,hpcpstd_13,hpcpstd_14,hpcpstd_15,hpcpstd_16,hpcpstd_17,hpcpstd_18,hpcpstd_19,hpcpstd_20,hpcpstd_21,hpcpstd_22,hpcpstd_23,hpcpstd_24,hpcpstd_25,hpcpstd_26,hpcpstd_27,hpcpstd_28,hpcpstd_29,hpcpstd_30,hpcpstd_31,hpcpstd_32,hpcpstd_33,hpcpstd_34,hpcpstd_35,hpcpstd_36,hpcpstd_37,hpcpstd_38,hpcpstd_39,hpcpstd_40,hpcpstd_41,hpcpstd_42,hpcpstd_43,hpcpstd_44,hpcpstd_45,hpcpstd_46,hpcpstd_47,makamType
00f1c6d9-c8ee-45e3-a06f-0882ebcb4e2f.mp3,0.10917,0.045879,0.0171193,0.00695727,0.010774,0.00863501,0.00854977,0.02149,0.0430461,0.0144359,0.0139518,0.0152105,0.0101409,0.0135012,0.0131719,0.0178665,0.051688,0.0356281,0.0206832,0.0106238,0.00556485,0.00600591,0.0081552,0.00840551,0.0111806,0.0107735,0.00980685,0.0177166,0.0400639,0.0190186,0.00929743,0.0159689,0.00760121,0.00679286,0.00595453,0.0136565,0.0438908,0.0408249,0.0100714,0.00942645,0.00633622,0.00525906,0.0108096,0.0107168,0.0341447,0.0568148,0.0432917,0.0439286,0.171477,0.124096,0.0675829,0.034387,0.0333354,0.0357652,0.0384724,0.0690925,0.122289,0.0788502,0.063615,0.0729867,0.0475606,0.0578362,0.0569011,0.0717186,0.121582,0.103763,0.0870764,0.070895,0.0417897,0.0280081,0.042208,0.04697,0.0371997,0.0381269,0.034598,0.0587674,0.101635,0.0793792,0.053713,0.0550979,0.0381998,0.0502611,0.0452778,0.0597643,0.0973271,0.106476,0.0400991,0.0240267,0.0255369,0.0195736,0.028557,0.0457414,0.0764279,0.104311,0.100585,0.122176,Acemasiran
168f7c75-84fb-4316-99d7-acabadd3b2e6.mp3,0.0469459,0.0468767,0.0207384,0.0163357,0.0127235,0.0113072,0.0176044,0.0190057,0.0464238,0.0470246,0.0215882,0.013275,0.0110118,0.00967445,0.0103013,0.0227027,0.0402843,0.0644774,0.0292403,0.0120783,0.0181101,0.0219872,0.0137987,0.0129435,0.0170736,0.0178099,0.0109578,0.0132059,0.0196317,0.0284178,0.0135212,0.00676353,0.00723184,0.00523709,0.00633434,0.00926039,0.022643,0.0436063,0.017115,0.0128581,0.0112766,0.0064171,0.00866002,0.0169597,0.0213539,0.0462978,0.0254272,0.0243328,0.09778,0.104291,0.061021,0.0435892,0.0397895,0.037477,0.0524256,0.0652113,0.108348,0.116971,0.0706003,0.0448553,0.0355098,0.0406084,0.0425173,0.0582786,0.107516,0.146479,0.0783725,0.0487518,0.0520679,0.0640037,0.0511476,0.0440906,0.0437985,0.046222,0.0341928,0.0451807,0.0554658,0.0680192,0.0385719,0.0232905,0.0192427,0.0233236,0.0253195,0.0295943,0.0632926,0.0989114,0.0515094,0.0403038,0.0319685,0.0215633,0.0297422,0.0515966,0.0577337,0.085183,0.0633555,0.0688545,Acemasiran
24f549dd-3fa4-4e9b-a356-778fbbfd5cad.mp3,0.114102,0.0284592,0.0129437,0.0149727,0.00567449,0.0118207,0.00906317,0.0220515,0.0815993,0.0151503,0.0090534,0.00588403,0.00644445,0.00447142,0.00854335,0.0188004,0.100755,0.0243915,0.00989606,0.00936912,0.0207573,0.0148535,0.00379073,0.00537668,0.0172691,0.0155581,0.00984436,0.017623,0.0598814,0.0127231,0.00906555,0.00334388,0.00850167,0.00529998,0.00715759,0.00945946,0.0639667,0.0139695,0.00926853,0.00881419,0.00316403,0.00368619,0.00555035,0.00904031,0.0488168,0.022341,0.0161451,0.057925,0.17532,0.0935974,0.0531816,0.0477715,0.0385616,0.0462184,0.0442701,0.0656391,0.150691,0.0647442,0.0452541,0.0302025,0.0286596,0.0327182,0.0436119,0.0718725,0.175846,0.07373,0.0421442,0.0421292,0.0749921,0.0488625,0.0290266,0.0323672,0.0408601,0.040429,0.0345531,0.0494628,0.0957565,0.0480308,0.0370343,0.0193839,0.0262283,0.0223402,0.0272981,0.0381147,0.145472,0.0643565,0.0351666,0.0288158,0.0243316,0.018761,0.0315522,0.0381072,0.0914911,0.0664486,0.0568116,0.107286,Acemasiran
407bb0b4-f19b-42ab-8c0a-9f1263126951.mp3,0.0847275,0.00964208,0.0134553,0.0259099,0.00367182,0.00236376,0.00822766,0.0294049,0.0516829,0.00903543,0.00658349,0.00696959,0.00572585,0.0083812,0.00394879,0.0331311,0.113002,0.026028,0.0112159,0.0158857,0.0310348,0.00313083,0.00618577,0.0084768,0.0241514,0.0029884,0.0112057,0.0201985,0.0798245,0.0074702,0.00424358,0.0152238,0.00940546,0.0142797,0.0128474,0.0346931,0.0706988,0.00618275,0.00488386,0.00810968,0.0407166,0.00566716,0.00578538,0.0163676,0.0256884,0.0175014,0.00699515,0.033479,0.170316,0.0378742,0.0367847,0.0599529,0.0145659,0.0117155,0.0245573,0.0619906,0.115782,0.0417612,0.0250085,0.024915,0.0259023,0.0270139,0.017378,0.0873607,0.176433,0.077019,0.0354808,0.0557865,0.111028,0.0225312,0.0214697,0.039689,0.0775826,0.0172254,0.0306851,0.0564124,0.137079,0.0288152,0.0196154,0.0470149,0.039041,0.0423627,0.0338111,0.0666675,0.156894,0.0343381,0.0184324,0.0360458,0.067289,0.0245952,0.0180307,0.0409639,0.0578781,0.0556545,0.0307009,0.0722269,Acemasiran
443819eb-6092-420c-bd86-d946a0ad6555.mp3,0.146587,0.023602,0.00390956,0.00419927,0.0122736,0.00441563,0.00387581,0.0128922,0.106644,0.0268751,0.00875984,0.0057242,0.00957459,0.00969935,0.00597402,0.003881,0.0462052,0.0117005,0.003889,0.00468754,0.0241057,0.00325709,0.00329735,0.00638792,0.0115937,0.0114662,0.00448283,0.00650733,0.0791367,0.0207074,0.0355213,0.00424971,0.0107047,0.0044242,0.00536637,0.0125843,0.0939693,0.0169465,0.00423861,0.0032839,0.00191336,0.00187471,0.00268477,0.00726914,0.0823448,0.0463095,0.0112622,0.0287405,0.196584,0.0569574,0.0196645,0.0201021,0.0394545,0.0191745,0.0161783,0.0375109,0.167016,0.0645667,0.029576,0.0262364,0.0412922,0.0538144,0.0308102,0.0184744,0.155446,0.0789888,0.0388739,0.0367401,0.133225,0.0421142,0.0307916,0.0538797,0.0424901,0.034429,0.0201702,0.0370665,0.164915,0.0763185,0.0652754,0.040382,0.0635584,0.0536676,0.0477575,0.0503632,0.177482,0.0610902,0.025753,0.00945769,0.0097435,0.0111355,0.0118191,0.0226708,0.130939,0.111763,0.0335457,0.0632775,Acemasiran
452eaf98-3b0b-4660-a87e-c703f1a31ef7.mp3,0.0788345,0.0233086,0.0131713,0.00614393,0.0154651,0.0101253,0.0115347,0.0299591,0.111131,0.0277321,0.0119868,0.0061923,0.0174349,0.00662158,0.00992691,0.0167134,0.0915001,0.0459913,0.0137834,0.013848,0.054734,0.00785429,0.0048703,0.00568171,0.012836,0.00577957,0.00424607,0.00817076,0.0606521,0.0219917,0.00517368,0.00321615,0.00890469,0.00532961,0.00503757,0.00910088,0.0629408,0.0244464,0.011034,0.0107689,0.00708077,0.00550438,0.00597783,0.00520459,0.0417757,0.01692,0.00929098,0.0140727,0.142276,0.0632355,0.0506383,0.0345079,0.0460286,0.0377306,0.0416021,0.0723954,0.14236,0.0703956,0.0392702,0.0287254,0.0557832,0.0295794,0.0463922,0.0642373,0.183369,0.137189,0.053041,0.0533381,0.101006,0.0439218,0.029347,0.0327544,0.0513918,0.0332849,0.0455014,0.0480148,0.0998149,0.0602648,0.0357354,0.02397,0.0258474,0.0249546,0.0386799,0.0583267,0.122998,0.0681224,0.0405098,0.0350446,0.028098,0.0284736,0.0308088,0.0392234,0.0948536,0.0579445,0.0381077,0.0670144,Acemasiran
51b07b0a-efeb-4acc-99f9-02294e88101b.mp3,0.0510737,0.0543811,0.0165362,0.0143023,0.00929629,0.00509599,0.00828839,0.0155465,0.0465154,0.0461409,0.0114932,0.0106982,0.00851451,0.00935918,0.011214,0.0124216,0.0407964,0.034682,0.0118652,0.00886202,0.00862383,0.00759392,0.00722599,0.012873,0.0146766,0.0238363,0.0193149,0.0424329,0.0691396,0.0511559,0.0140485,0.00936484,0.0104199,0.00529696,0.00882735,0.010291,0.0441241,0.0284597,0.0186992,0.0136302,0.0113776,0.0170532,0.0208794,0.017444,0.0237365,0.0276715,0.0114176,0.0233021,0.12661,0.111825,0.0604015,0.0459748,0.0347534,0.026755,0.03311,0.068439,0.113099,0.105853,0.0438502,0.0277296,0.0338214,0.038722,0.0458836,0.0671499,0.124006,0.0907754,0.0482309,0.0537242,0.0600467,0.0367853,0.0401115,0.065655,0.0798501,0.0614218,0.0640403,0.127788,0.162392,0.102097,0.0477424,0.0298639,0.0431719,0.0432644,0.0520799,0.0518279,0.103108,0.0648987,0.0573668,0.0411154,0.04623,0.0578051,0.0732131,0.060251,0.0780608,0.07225,0.0519081,0.0875154,Acemasiran
5f6ede8c-8447-4746-8cfe-0cb602b8951e.mp3,0.0567064,0.0421325,0.010616,0.00428437,0.00323123,0.0045234,0.00860004,0.012323,0.033846,0.0189,0.00430117,0.00324639,0.00327054,0.00362555,0.00571485,0.00826181,0.0351707,0.0391987,0.0159075,0.0153589,0.00920678,0.011741,0.01602,0.0138916,0.0171331,0.0205624,0.0183848,0.074859,0.121106,0.0503305,0.015327,0.00764967,0.00669938,0.00338826,0.0035251,0.00760186,0.0255627,0.0299412,0.016644,0.00476721,0.00388751,0.00645386,0.00582927,0.042962,0.0379255,0.0339615,0.0278321,0.0329146,0.144762,0.129864,0.0415633,0.0213742,0.0187118,0.0172967,0.029657,0.0445889,0.103089,0.0822428,0.0337037,0.0210431,0.0191969,0.0329948,0.0313926,0.0644174,0.128453,0.131163,0.0921275,0.0920558,0.100288,0.0755879,0.0620132,0.058897,0.0547063,0.0477845,0.0594188,0.128952,0.174918,0.120809,0.0623938,0.0445605,0.0364484,0.0483326,0.0468601,0.0565656,0.0924337,0.113751,0.0721935,0.0268502,0.0279548,0.0299945,0.0243541,0.0742083,0.0878835,0.0980121,0.091593,0.103252,Acemasiran
788b802a-4212-4ec5-9494-abdbde9409a6.mp3,0.0875814,0.0286404,0.0236427,0.0180718,0.0160204,0.0144583,0.0131057,0.0211961,0.0601696,0.0254037,0.00575347,0.00425988,0.00573534,0.00398387,0.00417287,0.00895191,0.0679156,0.0200086,0.0104211,0.0115717,0.0182615,0.00831665,0.0050763,0.0130452,0.0412372,0.0103073,0.01433,0.0347072,0.0555256,0.0121369,0.00480751,0.00534326,0.00378518,0.00406118,0.00467292,0.00759484,0.059324,0.0157183,0.00727821,0.0101879,0.0107723,0.00649572,0.0103143,0.0145684,0.0622353,0.0478651,0.0246356,0.0363318,0.153539,0.0732989,0.0586843,0.0436258,0.0362866,0.0388126,0.0444213,0.0583132,0.113751,0.0737969,0.0361843,0.0213038,0.0238514,0.0167557,0.026721,0.0358644,0.132888,0.0621567,0.0365368,0.0460879,0.0771988,0.0407483,0.0238747,0.0352296,0.0731776,0.0354282,0.0461256,0.084607,0.125066,0.0456263,0.0222642,0.0183177,0.019302,0.0157046,0.0132542,0.0286546,0.129377,0.0417663,0.0331245,0.0309004,0.038711,0.0251978,0.0311925,0.0452647,0.105527,0.121691,0.0591489,0.081587,Acemasiran
90538d7b-a4b2-415e-b419-a6fb78e24893.mp3,0.0881706,0.0203876,0.0143837,0.00972776,0.00712263,0.00968148,0.00903486,0.0149184,0.0327319,0.0205347,0.00868841,0.00911383,0.0123703,0.00892116,0.0148099,0.0403223,0.0620715,0.0310124,0.0188561,0.0337484,0.0307434,0.0245325,0.0101391,0.0153262,0.0258479,0.00637994,0.0127944,0.0286924,0.0396081,0.0187223,0.00577665,0.0149926,0.011098,0.00828496,0.00542048,0.0109294,0.0455995,0.0145993,0.0132929,0.00421417,0.00623266,0.00375881,0.0041715,0.00981959,0.0547203,0.0143982,0.0174555,0.0568539,0.156666,0.0680476,0.056441,0.0380587,0.0202959,0.0297329,0.023449,0.0420069,0.0759555,0.0653572,0.0454914,0.0349054,0.0469481,0.0334053,0.0452254,0.0888169,0.112795,0.0788677,0.0633619,0.0783596,0.100584,0.0912722,0.0413907,0.0600687,0.0645888,0.0381192,0.0677719,0.0980737,0.151602,0.125129,0.0602068,0.0686771,0.0709402,0.0847417,0.0524058,0.0672676,0.0918411,0.0457229,0.0445311,0.020068,0.0364667,0.0270655,0.0293689,0.0355434,0.089345,0.0445728,0.053628,0.121008,Acemasiran
